id,start_date,end_date,mean,num_list_users,nsfw,media_type,num_episodes,rating,title,prequel,related,genre1,genre2,genre3,genre4,genre5,picture
6492,1994-06-22,,6.35,2274,white,ova,1,g,Minky Momo: The Station of Your Memories,False,3462 5953,Drama,Fantasy,Mahou Shoujo,,,https://cdn.myanimelist.net/images/anime/1596/108440l.jpg
6496,1997-07-12,,6.06,4609,white,movie,1,r,Cutie Honey F Movie,False,1853 36976,Action,Adventure,Comedy,Ecchi,Romance,https://cdn.myanimelist.net/images/anime/7/22167l.jpg
6505,2003-04-20,,7.84,25006,white,ona,5,g,There She Is!!,False,,Anthropomorphic,Comedy,Romance,,,https://cdn.myanimelist.net/images/anime/2/29995l.jpg
6509,1988-03-27,,6.86,6498,white,tv,331,pg,Kiteretsu Encyclopedia,False,58850,Comedy,Drama,Kids,,,https://cdn.myanimelist.net/images/anime/1872/133507l.webp
6511,1999-02-03,,6.42,2838,white,tv,35,g,Beast Wars Neo,True,5070,Action,Adventure,Mecha,Sci-Fi,Space,https://cdn.myanimelist.net/images/anime/1880/133517l.jpg
6512,2009-10-02,,7.12,266412,white,tv,12,pg_13,Nyan Koi!,False,,Comedy,Harem,Pets,Romance,Supernatural,https://cdn.myanimelist.net/images/anime/10/18299l.jpg
6772,2010-05-29,,7.63,85038,white,movie,1,r,Broken Blade,False,8514 8648 22433,Action,Adult Cast,Fantasy,Mecha,Military,https://cdn.myanimelist.net/images/anime/10/68079l.jpg
28249,2015-04-05,,7.65,376873,white,tv,25,r,The Heroic Legend of Arslan,False,1762 30953 31128 31821 32412 33254,Action,Adventure,Drama,Fantasy,Historical,https://cdn.myanimelist.net/images/anime/6/73588l.webp
6520,1997-07-07,,6.11,791,white,tv,27,g,Animated Tamagotchi Found on Television!,False,,Comedy,Fantasy,Kids,Slice of Life,,https://cdn.myanimelist.net/images/anime/11/63717l.webp
6525,2009-05-14,,5.16,3262,white,tv,10,g,Peeping Life: The Perfect Edition,False,16371 17159 19337 20955 24443 27399 29729 29731 29752 31549 32142 32143 32147 32733 32734 48918 48919,Comedy,Slice of Life,,,,https://cdn.myanimelist.net/images/anime/10/23512l.webp
6527,2009-10-31,,6.7,5503,white,movie,1,g,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,False,5684,Action,Comedy,Fantasy,Mahou Shoujo,,https://cdn.myanimelist.net/images/anime/1462/142442l.jpg
36097,2015-07-04,,5.34,525,white,ona,1,g,Happy Forest,False,,Fantasy,Slice of Life,,,,https://cdn.myanimelist.net/images/anime/9/87223l.jpg
33537,2009-02-17,,5.66,485,white,ona,1,g,My Home,False,,Music,Slice of Life,,,,https://cdn.myanimelist.net/images/anime/12/80669l.jpg
6535,1963,,4.22,4275,white,movie,1,pg_13,Love,False,,Avant Garde,Psychological,Romance,,,https://cdn.myanimelist.net/images/anime/13/64699l.jpg
9547,1979-03-17,,6.94,5793,white,movie,1,pg,The Story of Heidi,False,2225,Drama,Historical,,,,https://cdn.myanimelist.net/images/anime/6/26447l.webp
6547,2010-04-03,,8.05,2081510,white,tv,13,pg_13,Angel Beats!,False,9062 10067 48775 50685,Drama,School,Supernatural,,,https://cdn.myanimelist.net/images/anime/1244/111115l.jpg
6557,1993-10-09,,6.13,1770,white,ova,4,pg_13,Fortune Quest: Yonimo Shiawase na Boukensha-tachi,False,3185,Adventure,Comedy,Fantasy,,,https://cdn.myanimelist.net/images/anime/13/27813l.jpg
6560,2000-01-03,,7.25,11376,white,tv,39,r,Popee the Clown,False,39780 55258,Avant Garde,Comedy,Gag Humor,,,https://cdn.myanimelist.net/images/anime/1682/110199l.jpg
18029,1993-05-21,,5.76,623,white,ova,1,g,Hello Kitty in The Wonderful Sisters,False,18827 22461,Fantasy,Kids,,,,https://cdn.myanimelist.net/images/anime/7/47925l.jpg
6572,2009-10-23,,7.33,85051,white,ova,4,pg_13,Shakugan no Shana S: OVA Series,True,2787 6773 7375,Action,Drama,Fantasy,Mahou Shoujo,Romance,https://cdn.myanimelist.net/images/anime/10/17680l.webp
6573,2009-10-09,,7.43,413489,white,tv,12,r,Darker than Black: Gemini of the Meteor,True,7338,Action,Mystery,Sci-Fi,Super Power,,https://cdn.myanimelist.net/images/anime/1189/134110l.jpg
6574,2010-01-11,,7.26,95167,white,tv,12,pg_13,Hanamaru Kindergarten,False,16646 16648 16740,Childcare,Comedy,Seinen,Slice of Life,,https://cdn.myanimelist.net/images/anime/3/50395l.webp
6577,1988-02-05,,5.86,1386,white,ova,3,pg_13,"Machine Robo: Leina, The Legend of Wolf Blade",True,3676,Action,Fantasy,Mecha,Super Power,,https://cdn.myanimelist.net/images/anime/1101/93997l.jpg
6582,2009-10-03,,7.83,8136,white,tv,26,pg_13,Tentai Senshi Sunred 2nd Season,True,5005 8196,Comedy,Gag Humor,Parody,Seinen,Super Power,https://cdn.myanimelist.net/images/anime/7/15051l.jpg
6586,2009-10-04,,7.84,83734,white,tv,50,g,Yume-iro Pâtissière,False,8894 9441,Gourmet,School,Shoujo,,,https://cdn.myanimelist.net/images/anime/1076/134431l.jpg
3946,1981-04-11,,7.03,4700,white,movie,1,pg_13,Jarinko Chie,False,3947 9383,Comedy,Drama,Seinen,,,https://cdn.myanimelist.net/images/anime/1398/112401l.jpg
6593,1997-07-05,,6.0,613,white,ova,1,g,Elmer's Adventure: My Father's Dragon,False,,Adventure,Fantasy,Kids,,,https://cdn.myanimelist.net/images/anime/1042/134307l.jpg
6594,2010-01-26,,8.3,564340,white,tv,12,r,Katanagatari,False,,Action,Adventure,Historical,Martial Arts,Romance,https://cdn.myanimelist.net/images/anime/1112/119225l.jpg
9077,1992-07-11,,5.82,3024,white,movie,1,r,Rokudenashi Blues,False,9078,Combat Sports,Comedy,Delinquents,Drama,School,https://cdn.myanimelist.net/images/anime/13/25146l.jpg
6604,2009-07-05,,7.18,5035,white,tv,50,g,Kuruneko,False,9013 17749,Comedy,Pets,Slice of Life,,,https://cdn.myanimelist.net/images/anime/6/20591l.jpg
6609,2006-09-18,,6.7,18001,white,tv,26,g,Pucca (TV),True,4069 10810,Comedy,Parody,Romance,,,https://cdn.myanimelist.net/images/anime/3/15145l.jpg
6610,2009-10-09,,6.87,76495,white,movie,1,r+,King of Thorn,False,,Action,Gore,Horror,Mystery,Psychological,https://cdn.myanimelist.net/images/anime/9/87056l.jpg
6624,2009-03-14,,7.54,48547,white,movie,1,r,The Garden of Sinners Remix: Gate of Seventh Heaven,False,2593 3782 3783 4280 4282 5204,Action,Mystery,Romance,Super Power,Suspense,https://cdn.myanimelist.net/images/anime/11/15175l.jpg
6625,2001-07-07,,6.12,1265,white,tv,61,g,Nono-chan,False,415 35575,Comedy,Slice of Life,,,,https://cdn.myanimelist.net/images/anime/8/15177l.jpg
6629,1982-01-25,,6.12,1374,white,tv,54,g,Asari-chan,False,6630,Comedy,Shoujo,,,,https://cdn.myanimelist.net/images/anime/12/64365l.jpg
6633,2009-09-24,,6.53,55566,white,tv,12,r+,Queen's Blade: Inheritor of the Throne,True,4719 7740 8456 30679,Action,Adventure,Ecchi,Fantasy,,https://cdn.myanimelist.net/images/anime/11/75171l.webp
6634,2010-07-11,,7.5,70786,white,tv,12,pg_13,Sengoku Basara: Samurai Kings 2,True,5355 9630 9745 10483,Action,Fantasy,Historical,Martial Arts,Samurai,https://cdn.myanimelist.net/images/anime/6/80999l.jpg
6637,2010-03-13,,7.56,146691,white,movie,1,pg_13,Eden of The East the Movie II: Paradise Lost,True,6372,Adult Cast,Mystery,Psychological,Romance,Sci-Fi,https://cdn.myanimelist.net/images/anime/5/26126l.jpg
54197,2024-01-05,,5.14,5015,white,tv,13,pg_13,Chou Futsuu Ken Chiba Densetsu,True,40473,Comedy,Fantasy,,,,https://cdn.myanimelist.net/images/anime/1374/132638l.jpg
6653,1980-03-15,,6.5,3078,white,movie,1,g,Galaxy Express 999: Claire of the Glass,False,1491,Drama,Sci-Fi,Space,,,https://cdn.myanimelist.net/images/anime/6/15279l.jpg
6654,1917-06-30,,5.49,9719,white,movie,1,g,The Dull Sword,False,38059 55347,Comedy,Samurai,,,,https://cdn.myanimelist.net/images/anime/1959/109257l.jpg
52554,2020-06-01,,5.84,1233,white,ona,2,pg_13,Tower of God in 15 Minutes,False,40221,Action,Adventure,Drama,Fantasy,Mystery,https://cdn.myanimelist.net/images/anime/1088/126209l.jpg
6670,2009-08-22,,6.62,1823,white,movie,1,pg_13,Symphony in August,False,,Music,,,,,https://cdn.myanimelist.net/images/anime/9/17359l.jpg
6675,2009-08-14,,8.28,381492,white,movie,1,r+,Redline,False,1980 11483,Action,Adult Cast,Racing,Sci-Fi,,https://cdn.myanimelist.net/images/anime/12/28553l.jpg
6676,2009-10-01,,7.24,62494,white,tv,13,pg_13,Asura Cryin' 2,True,5342,Action,Fantasy,Harem,Mecha,School,https://cdn.myanimelist.net/images/anime/9/50897l.jpg
6682,2009-10-07,,6.05,238777,white,tv,12,r,11eyes,False,7739 20557,Action,Ecchi,Fantasy,Harem,Super Power,https://cdn.myanimelist.net/images/anime/6/73520l.jpg
6688,2009-05-09,,6.19,1113,white,movie,1,g,Batain Lai!! Minami no Shima no Mizu Monogatari,False,,Historical,Slice of Life,,,,https://cdn.myanimelist.net/images/anime/6/15373l.jpg
13839,2012-05-24,,7.02,11555,white,ova,1,pg_13,Detective Conan OVA 12: The Miracle of Excalibur,False,235,Comedy,Detective,Mystery,Shounen,Sports,https://cdn.myanimelist.net/images/anime/5/59513l.webp
6702,2009-10-12,,7.57,1744910,white,tv,175,pg_13,Fairy Tail,False,246 9982 12049 12121 17535 18393 22043 39721,Action,Adventure,Fantasy,Shounen,,https://cdn.myanimelist.net/images/anime/5/18179l.webp
6707,2010-07-02,,7.13,570905,white,tv,12,r,Black Butler II,True,4898 9136,Action,Comedy,Fantasy,Historical,Mythology,https://cdn.myanimelist.net/images/anime/4/50499l.jpg
6712,2009-10-05,,7.27,21474,white,tv,13,pg_13,Summer Storm! Open for Business,True,5597,Comedy,Romance,Shounen,Supernatural,Time Travel,https://cdn.myanimelist.net/images/anime/3/16864l.jpg
6714,1992-01-28,,6.43,22609,white,ova,1,g,Dragon Ball Z: Gather Together! Goku's World,False,813,Action,Adventure,Comedy,Fantasy,Martial Arts,https://cdn.myanimelist.net/images/anime/2/55203l.jpg
6718,1994-11-21,,5.76,2481,white,ova,3,pg_13,Yamato 2520,False,1650,Action,Adventure,Military,Sci-Fi,,https://cdn.myanimelist.net/images/anime/12/61289l.webp
6721,2006-12-19,,5.71,2606,white,ona,6,g,Ankoku Cat,False,36636,Action,Anthropomorphic,Comedy,,,https://cdn.myanimelist.net/images/anime/11/86380l.jpg
1337,1973-10-04,,6.18,4609,white,tv,25,pg_13,Dororon Enma-kun,False,1556 9493,Comedy,Fantasy,Horror,Mythology,Shounen,https://cdn.myanimelist.net/images/anime/9/28204l.jpg
1795,1990-01-25,,6.76,5460,white,ova,1,pg_13,Original Dirty Pair: Flight 005 Conspiracy,False,4200,Action,Adventure,Comedy,Sci-Fi,,https://cdn.myanimelist.net/images/anime/7/82031l.jpg
9409,1992-12-11,,5.47,1806,white,ova,2,r+,D-1 Devastator,False,,Mecha,Sci-Fi,,,,https://cdn.myanimelist.net/images/anime/7/55845l.jpg
1340,1991-06-15,,5.35,4471,white,ova,1,r,Judge,False,,Horror,Seinen,Supernatural,,,https://cdn.myanimelist.net/images/anime/12/66755l.jpg
6746,2010-01-08,,8.1,1412056,white,tv,24,r,Durarara!!,False,8408 23199,Action,Mystery,Supernatural,,,https://cdn.myanimelist.net/images/anime/10/71772l.jpg
6747,2010-01-07,,6.98,231413,white,tv,12,r+,Dance in the Vampire Bund,False,8211,Action,Drama,Romance,Seinen,Supernatural,https://cdn.myanimelist.net/images/anime/1062/124809l.jpg
2335,1993-04-09,,7.11,9639,white,tv,52,pg_13,Legendary Brave Swordsman Yaiba,False,1369 58812,Action,Comedy,Fantasy,Martial Arts,Shounen,https://cdn.myanimelist.net/images/anime/5/71953l.jpg
2250,1986-09-10,,4.17,4068,white,ova,1,r+,Roots Search,False,,Horror,Sci-Fi,Space,,,https://cdn.myanimelist.net/images/anime/1/2476l.jpg
1343,1990-11-09,,5.49,9805,white,ova,1,r+,Violence Jack: Hell's Wind,True,1341 1342,Action,Drama,Gore,Horror,,https://cdn.myanimelist.net/images/anime/1/2384l.jpg
6758,2009-10-02,,7.19,66332,white,tv,27,r,Armed Librarians: The Book of Bantorra,False,,Action,Adult Cast,Fantasy,Super Power,,https://cdn.myanimelist.net/images/anime/13/22769l.webp
3222,2007-06-23,,7.03,5090,white,movie,1,pg_13,Kiddy Grade: Maelstrom,True,274 2176 3223,Action,Mecha,Sci-Fi,Space,Super Power,https://cdn.myanimelist.net/images/anime/2/56969l.jpg
28843,2005,,4.17,3163,white,movie,1,pg_13,Watashi no Kao,False,,Avant Garde,Horror,,,,https://cdn.myanimelist.net/images/anime/13/69661l.jpg
41312,2020-10-04,,6.97,216671,white,tv,12,pg_13,By the Grace of the Gods,False,44591 49109 55044,Fantasy,Isekai,Iyashikei,Reincarnation,Slice of Life,https://cdn.myanimelist.net/images/anime/1654/108801l.jpg
6768,2009-07-24,,7.78,49329,white,ova,1,r,Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem,True,2904 4596,Action,Mecha,Military,Super Power,,https://cdn.myanimelist.net/images/anime/7/15968l.jpg
6769,1930-10-14,,4.91,2579,white,movie,1,g,Harvest Festival,False,,Music,,,,,https://cdn.myanimelist.net/images/anime/11/15610l.jpg
1345,1991-02-22,,3.14,4944,white,ova,1,r+,Psychic Wars,False,,Action,Mythology,Super Power,Time Travel,,https://cdn.myanimelist.net/images/anime/10/27271l.jpg
6772,2010-05-29,,7.63,85038,white,movie,1,r,Broken Blade,False,8514 8648 22433,Action,Adult Cast,Fantasy,Mecha,Military,https://cdn.myanimelist.net/images/anime/10/68079l.jpg
6773,2011-10-08,,7.5,238529,white,tv,24,pg_13,Shakugan no Shana: Season III,True,6572 12823,Action,Drama,Fantasy,Mahou Shoujo,Romance,https://cdn.myanimelist.net/images/anime/9/32539l.jpg
6774,2009-10-15,,7.91,95023,white,tv,11,r,Welcome to Irabu's Office,False,,Avant Garde,Drama,Medical,Psychological,,https://cdn.myanimelist.net/images/anime/3/18386l.jpg
55636,2024-01-13,,6.5,8296,white,tv,13,pg_13,Snack Basue,False,,Adult Cast,Comedy,Seinen,Workplace,,https://cdn.myanimelist.net/images/anime/1715/139033l.jpg
15937,2005-11-16,,5.47,974,white,ova,1,g,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,False,1469,Action,Fantasy,,,,https://cdn.myanimelist.net/images/anime/5/43071l.jpg
2399,2002-11-21,,6.58,2276,white,ova,1,g,Hamtaro: Hamtaro's Birthday! - 3000 Hammy Steps in Search of Mommy,False,508 8949,Adventure,Comedy,Kids,,,https://cdn.myanimelist.net/images/anime/4/3540l.jpg
6787,2010-12-25,,5.67,11716,white,ova,1,pg_13,Goulart Knights: Evoked the Beginning Black,False,13993,Action,Drama,Fantasy,,,https://cdn.myanimelist.net/images/anime/2/15684l.jpg
6791,2009-10-05,,6.53,45459,white,ova,2,r+,Kanokon: The Great Midsummer Carnival,True,3503 7875,Ecchi,Romance,,,,https://cdn.myanimelist.net/images/anime/13/80506l.jpg
6792,1990-10-25,,5.62,3146,white,ova,3,g,Mobile Suit SD Gundam Mk-V,True,2304,Action,Comedy,Mecha,Parody,Sci-Fi,https://cdn.myanimelist.net/images/anime/1724/116813l.webp
36291,2015-10-22,,6.44,4988,white,ona,10,pg_13,Ling Yu,False,36790,Fantasy,,,,,https://cdn.myanimelist.net/images/anime/12/87671l.jpg
6795,2008-10-11,,7.17,20843,white,movie,5,r,Genius Party Beyond,False,3508,Avant Garde,Fantasy,Music,Sci-Fi,,https://cdn.myanimelist.net/images/anime/11/18914l.jpg
6796,1991-10-24,,6.15,1841,white,ova,1,pg_13,"The Ultimate Esper ""R""",False,,Comedy,Sci-Fi,,,,https://cdn.myanimelist.net/images/anime/1073/94286l.jpg
6802,2010-01-05,,7.53,163770,white,tv,12,pg_13,Sound of the Sky,False,8197,CGDCT,Iyashikei,Military,Music,Sci-Fi,https://cdn.myanimelist.net/images/anime/7/81654l.jpg
34497,2018-01-11,,6.45,510306,white,tv,12,pg_13,Death March to the Parallel World Rhapsody,False,,Adventure,Fantasy,Harem,Isekai,,https://cdn.myanimelist.net/images/anime/4/88911l.jpg
6811,2009-10-04,,8.2,285534,white,tv,26,pg_13,InuYasha: The Final Act,True,249 41911,Action,Adventure,Fantasy,Historical,Love Polygon,https://cdn.myanimelist.net/images/anime/7/75570l.webp
6823,1934-04-13,,4.66,1612,white,movie,1,g,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,False,,Fantasy,,,,,https://cdn.myanimelist.net/images/anime/6/15933l.webp
6827,1936,,5.18,910,white,movie,1,g,The Sparrows' Lodge,False,,Fantasy,,,,,https://cdn.myanimelist.net/images/anime/8/15830l.jpg
6829,1936-06-06,,5.11,1184,white,movie,1,g,Over a Drink,False,,Action,,,,,https://cdn.myanimelist.net/images/anime/6/15832l.webp
6830,1935,,4.63,1085,white,movie,1,g,Hatanosuke Takes Down the Inazuma Gang,False,6831,Action,Historical,Samurai,,,https://cdn.myanimelist.net/images/anime/5/15833l.jpg
6831,1935,,4.71,1235,white,movie,1,g,Hatanosuke and the Haunted House,False,6830,Supernatural,,,,,https://cdn.myanimelist.net/images/anime/4/15834l.jpg
6832,1935,,5.14,1530,white,movie,1,g,Danemon's Monster Hunt at Shojoji,False,,Supernatural,,,,,https://cdn.myanimelist.net/images/anime/5/15835l.jpg
6833,1935-11-09,,3.97,1480,white,movie,1,g,Ninja Fireball in Edo,False,,Action,,,,,https://cdn.myanimelist.net/images/anime/3/15836l.jpg
6834,1935-03-26,,4.39,1427,white,movie,1,g,Ta-chan's Underwater Adventure,False,,Adventure,,,,,https://cdn.myanimelist.net/images/anime/13/15837l.jpg
6836,1935-05-08,,5.02,1290,white,movie,1,g,Tiny Chibisuke's Big Adventure,False,,Action,Samurai,,,,https://cdn.myanimelist.net/images/anime/6/15840l.jpg
6837,1934-06-26,,5.05,1384,white,movie,1,g,Hyoei and Heibei's Tengu Hunt,False,,Comedy,,,,,https://cdn.myanimelist.net/images/anime/2/15841l.jpg
6838,1934,,4.06,1582,white,movie,1,g,Dekobo the Big Head's Road Trip,False,,Adventure,Racing,,,,https://cdn.myanimelist.net/images/anime/2/15842l.jpg
6839,1936,,4.7,938,white,movie,1,g,Taro's Early Training Days,False,,Action,Samurai,,,,https://cdn.myanimelist.net/images/anime/5/15843l.jpg
14345,2012-10-04,,7.28,862005,white,tv,12,r,BTOOOM!,False,,Action,Gore,High Stakes Game,Psychological,Sci-Fi,https://cdn.myanimelist.net/images/anime/4/40977l.jpg
6843,1941-02,,5.32,1232,white,movie,1,g,Baby Kangaroo's Birthday Surprise,False,,Adventure,Anthropomorphic,,,,https://cdn.myanimelist.net/images/anime/8/15847l.jpg
6840,1936,,4.6,1227,white,movie,1,g,Mabo's Big Race,False,6841,Comedy,Sports,,,,https://cdn.myanimelist.net/images/anime/8/15844l.jpg
6841,1938-12-05,,5.02,1387,white,movie,1,g,Mabo as Tokichiro Kinoshita,True,6840,Samurai,,,,,https://cdn.myanimelist.net/images/anime/2/15845l.jpg
6844,1942,,4.51,1293,white,movie,1,g,Sankichi the Monkey: The Air Combat,False,4397,Military,,,,,https://cdn.myanimelist.net/images/anime/8/15848l.webp
6842,1939,,4.89,869,white,movie,1,g,"Swim, Monkey, Swim!",False,,Sports,,,,,https://cdn.myanimelist.net/images/anime/6/15846l.jpg
6848,1942,,4.96,891,white,movie,1,g,The Animal Village in Trouble,False,,Action,,,,,https://cdn.myanimelist.net/images/anime/10/15852l.webp
6849,1934,,4.32,1164,white,movie,1,g,Dankichi on a Tropical Island,False,5814,Adventure,,,,,https://cdn.myanimelist.net/images/anime/8/15853l.jpg
6850,1933,,4.81,1100,white,movie,1,g,2nd Lieutenant Norakuro: Sunday Magic,False,4394 16393 23013 30019,Action,Military,,,,https://cdn.myanimelist.net/images/anime/5/15854l.jpg
6851,1935,,4.43,1135,white,movie,1,g,The Underwater Tyrant,False,23267,Adventure,,,,,https://cdn.myanimelist.net/images/anime/3/15855l.jpg
6832,1935,,5.14,1530,white,movie,1,g,Danemon's Monster Hunt at Shojoji,False,,Supernatural,,,,,https://cdn.myanimelist.net/images/anime/5/15835l.jpg
6857,1943-03-25,,4.87,2032,white,movie,1,g,Momotaro's Sea Eagles,False,2765,Historical,Kids,Military,,,https://cdn.myanimelist.net/images/anime/4/15870l.jpg
6855,1964,,6.58,1208,white,movie,1,g,Uproar in Heaven,False,9416,Adventure,,,,,https://cdn.myanimelist.net/images/anime/1298/131827l.jpg
55651,2023-07-12,,7.76,56158,white,ona,4,pg_13,TONIKAWA: Over The Moon For You - High School Days,True,50307,Comedy,Romance,Shounen,,,https://cdn.myanimelist.net/images/anime/1922/136453l.jpg
38220,2018-08-22,,7.13,2813,white,ona,12,pg_13,Ze Tian Ji 4th Season,True,37185 41785,Action,Adventure,Fantasy,,,https://cdn.myanimelist.net/images/anime/1918/93515l.jpg
6867,2009-11-07,,6.98,42126,white,ona,8,pg_13,Halo Legends,False,,Action,Drama,Military,Sci-Fi,,https://cdn.myanimelist.net/images/anime/12/16013l.webp
32295,2012-08-30,,4.39,880,white,ona,1,g,Ai Sky Tree 21,False,,Action,,,,,https://cdn.myanimelist.net/images/anime/7/77498l.jpg
6864,2010-04-23,,8.19,70253,white,ova,2,pg_13,xxxHOLiC Rou,True,4918,Drama,Mystery,Seinen,Supernatural,,https://cdn.myanimelist.net/images/anime/9/25080l.jpg
6868,1973-04-02,,6.04,1319,white,tv,26,pg,Little Wansa,False,21161,Comedy,,,,,https://cdn.myanimelist.net/images/anime/9/56761l.jpg
6872,1966-07-21,,5.99,4110,white,movie,1,g,Cyborg 009,False,4690 7290 8394,Action,Adventure,Drama,Sci-Fi,Shounen,https://cdn.myanimelist.net/images/anime/3/76035l.jpg
6875,2010-10-01,,6.04,29702,white,tv,12,pg_13,Iron Man,False,6918 15847,Action,Drama,Sci-Fi,Super Power,,https://cdn.myanimelist.net/images/anime/13/26227l.webp
6880,2011-04-17,,7.14,1243843,white,tv,12,r,Deadman Wonderland,False,10418,Action,Gore,High Stakes Game,Horror,Sci-Fi,https://cdn.myanimelist.net/images/anime/9/75299l.webp
6889,1979-02-03,,5.83,1449,white,tv,52,pg_13,Time Bokan Series: Zenderman,False,3915,Action,Adventure,Comedy,Mecha,Sci-Fi,https://cdn.myanimelist.net/images/anime/1695/133611l.jpg
6890,2009-08-07,,6.63,3038,white,ona,5,g,Ontama!,False,,Comedy,Seinen,Slice of Life,,,https://cdn.myanimelist.net/images/anime/11/15994l.jpg
6895,2010-04-04,,7.36,169811,white,tv,12,r,Hakuoki ~Demon of the Fleeting Blossom~,True,9065 9723 10350 11663 13115 13117 31785 32011 49338,Action,Drama,Historical,Josei,Samurai,https://cdn.myanimelist.net/images/anime/3/71800l.jpg
6899,2009-10-13,,6.15,2663,white,tv,29,g,Stitch! The Mischievous Alien's Great Adventure,True,8963 8964 25889,Adventure,Comedy,Kids,Sci-Fi,,https://cdn.myanimelist.net/images/anime/1995/100544l.jpg
6901,2009-09-13,,6.94,4196,white,tv,50,pg,Battle Spirits: Shounen Gekiha Dan,False,5082 9346 11017 14913 19825 27737 32670,Adventure,Isekai,Military,Strategy Game,,https://cdn.myanimelist.net/images/anime/1029/132256l.jpg
6904,2006-01-22,,7.6,44771,white,ova,1,r,Hellsing: Digest for Freaks,False,777,Action,Adult Cast,Gore,Horror,Military,https://cdn.myanimelist.net/images/anime/7/26935l.jpg
1553,1998-06-05,,6.82,8173,white,ova,4,pg_13,Queen Emeraldas,False,1495 2202 9344 35853,Action,Adventure,Sci-Fi,Shounen,Space,https://cdn.myanimelist.net/images/anime/10/21120l.jpg
49819,2022-07-05,,6.88,6553,white,tv,13,pg_13,Cardfight!! Vanguard: will+Dress,True,48862 49820,Action,Strategy Game,,,,https://cdn.myanimelist.net/images/anime/1299/126131l.jpg
4266,2003-07-15,,4.66,1832,white,ona,8,pg_13,Vie Durant,False,,Drama,Sci-Fi,Vampire,,,https://cdn.myanimelist.net/images/anime/7/24039l.jpg
38739,2018-09-30,,6.17,2769,white,movie,1,pg,Mobile Suit Gundam Unicorn Perfectibility,False,6336,Action,Mecha,,,,https://cdn.myanimelist.net/images/anime/1042/96713l.jpg
35777,2019-04-19,,7.66,16168,white,ona,13,pg,Rilakkuma and Kaoru,False,43694,Anthropomorphic,Iyashikei,Kids,Slice of Life,,https://cdn.myanimelist.net/images/anime/1582/100702l.jpg
6918,2011-01-07,,6.02,27486,white,tv,12,pg_13,Wolverine,False,6875 6919 6920,Action,Drama,Super Power,,,https://cdn.myanimelist.net/images/anime/1939/121861l.jpg
6919,2011-04-01,,6.32,27847,white,tv,12,pg_13,X-Men,False,6918,Action,Drama,Super Power,,,https://cdn.myanimelist.net/images/anime/1472/121994l.jpg
6920,2011-07-01,,6.22,28871,white,tv,12,r,Blade,False,6918,Action,Drama,Horror,Supernatural,Vampire,https://cdn.myanimelist.net/images/anime/1945/103220l.jpg
6922,2010-01-23,,7.39,229245,white,movie,1,r,Fate/stay night: Unlimited Blade Works,True,356 11741 22297 25537,Action,Fantasy,Supernatural,,,https://cdn.myanimelist.net/images/anime/1889/95111l.jpg
20945,2006-04-06,,6.91,5194,white,tv,26,g,Eon Kid,False,,Action,Adventure,Comedy,Sci-Fi,,https://cdn.myanimelist.net/images/anime/9/88933l.jpg
20185,2003-03-08,,6.29,879,white,movie,1,pg,Pa-Pa-Pa the ★ Movie: Perman,False,6303 11595,Adventure,Comedy,,,,https://cdn.myanimelist.net/images/anime/4/53741l.jpg
1947,2002-11-15,,5.67,2710,white,tv,28,pg_13,Strange Steel Fairy Rouran,False,,Action,Fantasy,Mecha,,,https://cdn.myanimelist.net/images/anime/1736/100622l.jpg
6927,2009-09-26,,7.56,34707,white,movie,1,pg_13,Eden of The East Compilation: Air Communication; Higashi no Eden Recap,False,5630 6372,Adult Cast,Mystery,Psychological,Romance,Sci-Fi,https://cdn.myanimelist.net/images/anime/11/17608l.webp
6930,2009-03-07,,7.29,7923,white,movie,1,pg,Doraemon the Movie: The Record of Nobita's Spaceblazer,False,2662 8687,Adventure,Comedy,Fantasy,Kids,,https://cdn.myanimelist.net/images/anime/9/72434l.jpg
6932,2009-10-23,,5.94,2159,white,ova,1,pg_13,Kemono to Chat,False,,Comedy,,,,,https://cdn.myanimelist.net/images/anime/3/16117l.jpg
6935,1990,,5.13,1391,white,movie,1,g,The Researcher's Search - Perspectivenbox,False,,Slice of Life,,,,,https://cdn.myanimelist.net/images/anime/4/16122l.jpg
6939,2006-09-30,,5.06,1677,white,movie,1,g,The Laws of Eternity,False,3496 6937 6939 6985 7985 13439 13441 30850 37915 48951,Fantasy,Sci-Fi,,,,https://cdn.myanimelist.net/images/anime/2/16138l.jpg
6946,2010-02-26,,6.89,13886,white,ova,3,r,Mudazumo Naki Kaikaku: The Legend of Koizumi,False,,Comedy,Parody,Seinen,Strategy Game,,https://cdn.myanimelist.net/images/anime/2/35475l.jpg
6950,1964,,3.64,2671,white,movie,1,r+,Aos,False,,Avant Garde,Fantasy,,,,https://cdn.myanimelist.net/images/anime/13/69011l.webp
6951,2010-01-23,,7.14,49534,white,movie,1,pg_13,Yu-Gi-Oh! 3D: Bonds Beyond Time,False,481 482 3972 32346,Adventure,Shounen,Strategy Game,Time Travel,,https://cdn.myanimelist.net/images/anime/3/30085l.jpg
